word, phonetic
béatifique, beatifik
béatitude, beatityd
bébé, bebe
bécasse, bekas
bédouin, bedwɛ̃
bée, be
bégaiement, beɡɛmɑ̃
bégayer, beɡeje
béguinage, beɡinaʒ
bélier, belje
bémol, bemɔl
bénignité, beniɲite
bénin, benɛ̃
béninois, beninwa
bénir, beniʁ
bénit, beni
bénitier, benitje
bénédictin, benediktɛ̃
bénédiction, benediksjɔ̃
bénéfice, benefis
bénéficiaire, benefisjɛʁ
bénéficier, benefisje
bénéfique, benefik
bénévolat, benevɔla
bénévole, benevɔl
bénévolement, benevɔlmɑ̃
béquille, bekij
béret, beʁɛ
béribéri, beʁibeʁi
bétail, betaj
bétel, betɛl
béton, betɔ̃
bévue, bevy
bêche, bɛʃ
bêcher, beʃe
bêta, bɛta
bête, bɛt
bêtement, bɛtmɑ̃
bêtise, betiz
bêtiser, betize
bûche, byʃ
bûcher, byʃe
bûcheron, byʃʁɔ̃
bœuf, bœf
bœufs, bø
c'est-à-dire, sɛtadiʁ
cab, kab
cabale, kabal
cabalistique, kabalistik
cabane, kaban
cabaner, kabane
cabanon, kabanɔ̃
cabaret, kabaʁɛ
cabaretier, kabaʁtje
cabas, kaba
cabestan, kabɛstɑ̃
cabine, kabin
cabiner, kabine
cabinet, kabinɛ
cabotage, kabɔtaʒ
cabotinage, kabɔtinaʒ
cabrer, kabʁe
cabri, kabʁi
cabriolet, kabʁijɔlɛ
cacao, kakao
cacaoyer, kakaɔje
cachalot, kaʃalo
cache, kaʃ
cachectique, kaʃɛktik
cachemire, kaʃmiʁ
cacher, kaʃe
cachet, kaʃɛ
cacheter, kaʃte
cachette, kaʃɛt
cachexie, kaʃɛksi
cachot, kaʃo
cachou, kaʃu
cacique, kasik
cacophonie, kakɔfɔni
cactus, kaktys
cadastral, kadastʁal
cadastre, kadastʁ
cadastrer, kadastʁe
cadavre, kadavʁ
cadavérique, kadaveʁik
cade, kad
cadeau, kado
cadenas, kadna
cadence, kadɑ̃s
cadencer, kadɑ̃se
cadet, kadɛ
cadi, kadi
cadmium, kadmjɔm
cadrage, kadʁaʒ
cadran, kadʁɑ̃
cadre, kadʁ
cadrer, kadʁe
caduc, kadyk
caducité, kadysite
caducée, kadyse
caduque, kadyk
cafard, kafaʁ
cafetier, kaftje
caftan, kaftɑ̃
café, kafe
caféier, kafeje
caféine, kafein
cafétéria, kafeteʁja
cage, kaʒ
cagoule, kaɡul
cahier, kaje
cahute, kayt
caille, kaj
cailler, kaje
caillot, kajo
caillou, kaju
caillouteux, kajutø
cailloutis, kajuti
cairn, kɛʁn
caisse, kɛs
caissier, kesje
caisson, kɛsɔ̃
cajoler, kaʒɔle
cal, kal
calabrais, kalabʁɛ
calage, kalaʒ
calamine, kalamin
calamiteux, kalamitø
calamité, kalamite
calcaire, kalkɛʁ
calcanéum, kalkaneɔm
calcification, kalsifikasjɔ̃
calcination, kalsinasjɔ̃
calciner, kalsine
calcique, kalsik
calcite, kalsit
calcium, kalsjɔm
calcul, kalkyl
calculable, kalkylabl
calculateur, kalkylatœʁ
calculer, kalkyle
calcédoine, kalsedwan
calcémie, kalsemi
cale, kal
calebasse, kalbas
calembour, kalɑ̃buʁ
calendes, kalɑ̃d
calendrier, kalɑ̃dʁije
calepin, kalpɛ̃
caler, kale
caleçon, kalsɔ̃
calibrage, kalibʁaʒ
calibre, kalibʁ
calibrer, kalibʁe
calice, kalis
calicot, kaliko
califat, kalifa
calife, kalif
californien, kalifɔʁnjɛ̃
califourchon, kalifuʁʃɔ̃
calleux, kalø
calligraphe, kaliɡʁaf,kalliɡʁaf
calligraphie, kaliɡʁafi,kalliɡʁafi
calligraphique, kaliɡʁafik,kalliɡʁafik
calmant, kalmɑ̃
calmar, kalmaʁ
calme, kalm
calmement, kalməmɑ̃
calmer, kalme
calomel, kalɔmɛl
calomniateur, kalɔmnjatœʁ
calomnie, kalɔmni
calomnier, kalɔmnje
calomnieux, kalɔmnjø
calomnié, kalɔmnje
calorie, kalɔʁi
calorification, kalɔʁifikasjɔ̃
calorifique, kalɔʁifik
calorifère, kalɔʁifɛʁ
calorimètre, kalɔʁimɛtʁ
calorimétrique, kalɔʁimetʁik
calorique, kalɔʁik
calot, kalo
calotte, kalɔt
calque, kalk
calquer, kalke
calumet, kalymɛ
calvaire, kalvɛʁ
calvinisme, kalvinism
calviniste, kalvinist
calvitie, kalvisi
calèche, kalɛʃ
calédonien, kaledɔnjɛ̃
camail, kamaj
camarade, kamaʁad
camaraderie, kamaʁadʁi
camarilla, kamaʁija
camaïeu, kamajø
cambium, kɑ̃bjɔm
cambodgien, kɑ̃bɔdʒjɛ̃
cambriolage, kɑ̃bʁijɔlaʒ
cambrioleur, kɑ̃bʁijɔlœʁ
cambrure, kɑ̃bʁyʁ
came, kam
camelot, kamlo
camembert, kamɑ̃bɛʁ
camer, kame
camerounais, kamʁunɛ
camion, kamjɔ̃
camionnage, kamjɔnaʒ
camionnette, kamjɔnɛt
camionneur, kamjɔnœʁ
camisole, kamizɔl
camomille, kamɔmij
camouflage, kamuflaʒ
camoufler, kamufle
camouflet, kamuflɛ
camp, kɑ̃
campagnard, kɑ̃paɲaʁ
campagne, kɑ̃paɲ
campanile, kɑ̃panil
campement, kɑ̃pmɑ̃
camper, kɑ̃pe
camphre, kɑ̃fʁ
camphré, kɑ̃fʁe
camping, kɑ̃piŋ
campo, kɑ̃po
campus, kɑ̃pys
campêche, kɑ̃pɛʃ
camus, kamy
caméléon, kameleɔ̃
caméra, kameʁa
camérier, kameʁje
canadien, kanadjɛ̃
canaille, kanaj
canal, kanal
canalicule, kanalikyl
canalisation, kanalizasjɔ̃
canaliser, kanalize
canapé, kanape
canard, kanaʁ
canari, kanaʁi
cancer, kɑ̃sɛʁ
cancre, kɑ̃kʁ
cancéreux, kɑ̃seʁø
cancérologie, kɑ̃seʁɔlɔʒi
candeur, kɑ̃dœʁ
candidat, kɑ̃dida
candidature, kɑ̃didatyʁ
candide, kɑ̃did
candidement, kɑ̃didmɑ̃
candomblé, kɑ̃dɔ̃ble
candélabre, kɑ̃delabʁ
cane, kan
caner, kane
canevas, kanva
caniche, kaniʃ
canicule, kanikyl
canif, kanif
canin, kanɛ̃
caniveau, kanivo
cannabis, kanabis
canne, kan
cannelle, kanɛl
cannelure, kanlyʁ
canner, kane
cannibale, kanibal
cannibalisme, kanibalism
canon, kanɔ̃
canonicat, kanɔnika
canonique, kanɔnik
canoniquement, kanɔnikmɑ̃
canonisation, kanɔnizasjɔ̃
canoniser, kanɔnize
canoniste, kanɔnist
canonnade, kanɔnad
canonner, kanɔne
canonnier, kanɔnje
canot, kano
canotier, kanɔtje
canoë, kanɔe
cantate, kɑ̃tat
cantatrice, kɑ̃tatʁis
cantilène, kɑ̃tilɛn
cantine, kɑ̃tin
cantique, kɑ̃tik
canton, kɑ̃tɔ̃
cantonade, kɑ̃tɔnad
cantonal, kɑ̃tɔnal
cantonnement, kɑ̃tɔnmɑ̃
cantonner, kɑ̃tɔne
cantonnier, kɑ̃tɔnje
canular, kanylaʁ
canule, kanyl
canyon, kanjɔn,kaɲɔn
caoutchouc, kautʃu
cap, kap
capable, kapabl
capacité, kapasite
cape, kap
capillaire, kapilɛʁ
capillarité, kapilaʁite
capitaine, kapitɛn
capitainerie, kapitɛnʁi
capital, kapital
capitalisation, kapitalizasjɔ̃
capitaliser, kapitalize
capitalisme, kapitalism
capitaliste, kapitalist
capitalistique, kapitalistik
capitan, kapitɑ̃
capitation, kapitasjɔ̃
capite, kapit
capiteux, kapitø
capitoul, kapitul
capitulaire, kapitylɛʁ
capitulation, kapitylasjɔ̃
capitule, kapityl
capituler, kapityle
capitulé, kapityle
caporal, kapɔʁal
capot, kapo
capote, kapɔt
cappella, kapela,kapɛlla
caprice, kapʁis
capricieusement, kapʁisjøzmɑ̃
capricieux, kapʁisjø
capsulaire, kapsylɛʁ
capsule, kapsyl
capsuler, kapsyle
captage, kaptaʒ
captation, kaptasjɔ̃
capter, kapte
capteur, kaptœʁ
captieux, kapsjø
captif, kaptif
captivant, kaptivɑ̃
captiver, kaptive
captivité, kaptivite
capture, kaptyʁ
capturer, kaptyʁe
capuchon, kapyʃɔ̃
capucin, kapysɛ̃
capétien, kapesjɛ̃
caquet, kakɛ
car, kaʁ
carabine, kaʁabin
carabinier, kaʁabinje
caractère, kaʁaktɛʁ
caractérisant, kaʁakteʁizɑ̃
caractérisation, kaʁakteʁizasjɔ̃
caractériser, kaʁakteʁize
caractéristique, kaʁakteʁistik
caractérologie, kaʁakteʁɔlɔʒi
carafe, kaʁaf
carapace, kaʁapas
caravane, kaʁavan
caravanier, kaʁavanje
caravansérail, kaʁavɑ̃seʁaj
caravelle, kaʁavɛl
caraïbe, kaʁaib
carbonarisme, kaʁbɔnaʁism
carbonate, kaʁbɔnat
carbonater, kaʁbɔnate
carbone, kaʁbɔn
carbonifère, kaʁbɔnifɛʁ
carbonique, kaʁbɔnik
carbonisation, kaʁbɔnizasjɔ̃
carboné, kaʁbɔne
carburant, kaʁbyʁɑ̃
carburateur, kaʁbyʁatœʁ
carburation, kaʁbyʁasjɔ̃
carbure, kaʁbyʁ
carburer, kaʁbyʁe
carcan, kaʁkɑ̃
carcasse, kaʁkas
carcinome, kaʁsinom
carcéral, kaʁseʁal
cardage, kaʁdaʒ
carde, kaʁd
carder, kaʁde
cardia, kaʁdja
cardiaque, kaʁdjak
cardinal, kaʁdinal
cardinalat, kaʁdinala
cardinalice, kaʁdinalis
cardiologie, kaʁdjɔlɔʒi
cardiopathie, kaʁdjɔpati
cardiovasculaire, kaʁdjovaskylɛʁ
carence, kaʁɑ̃s
carencer, kaʁɑ̃se
caressant, kaʁesɑ̃
caresse, kaʁɛs
caresser, kaʁese
caret, kaʁɛ
cargaison, kaʁɡɛzɔ̃
cargo, kaʁɡo
cari, kaʁi
caribou, kaʁibu
caricatural, kaʁikatyʁal
caricature, kaʁikatyʁ
caricaturer, kaʁikatyʁe
caricaturiste, kaʁikatyʁist
carie, kaʁi
carier, kaʁje
carillon, kaʁijɔ̃
carlingue, kaʁlɛ̃ɡ
carliste, kaʁlist
carmagnole, kaʁmaɲɔl
carme, kaʁm
carmel, kaʁmɛl
carmin, kaʁmɛ̃
carnage, kaʁnaʒ
carnassier, kaʁnasje
carnation, kaʁnasjɔ̃
carnaval, kaʁnaval
carnavalesque, kaʁnavalɛsk
carne, kaʁn
carnet, kaʁnɛ
carnivore, kaʁnivɔʁ
carolingien, kaʁɔlɛ̃ʒjɛ̃
caroncule, kaʁɔ̃kyl
carotide, kaʁɔtid
carotidien, kaʁɔtidjɛ̃
carotte, kaʁɔt
carotter, kaʁɔte
carotène, kaʁɔtɛn
caroubier, kaʁubje
carpe, kaʁp
carpien, kaʁpjɛ̃
carquois, kaʁkwa
carreau, kaʁo
carrefour, kaʁfuʁ
carrelage, kaʁlaʒ
carrer, kaʁe
carrier, kaʁje
carriole, kaʁjɔl
carrossable, kaʁɔsabl
carrosse, kaʁɔs
carrosser, kaʁɔse
carrosserie, kaʁɔsʁi
carrossier, kaʁɔsje
carrousel, kaʁuzɛl
carrure, kaʁyʁ
carré, kaʁe
carrément, kaʁemɑ̃
cartable, kaʁtabl
carte, kaʁt
cartel, kaʁtɛl
carter, kaʁtɛʁ
carthaginois, kaʁtaʒinwa
cartilage, kaʁtilaʒ
cartilagineux, kaʁtilaʒinø
cartographe, kaʁtɔɡʁaf
cartographie, kaʁtɔɡʁafi
cartographier, kaʁtɔɡʁafje
cartographique, kaʁtɔɡʁafik
carton, kaʁtɔ̃
cartonnage, kaʁtɔnaʒ
cartouche, kaʁtuʃ
cartoucher, kaʁtuʃe
cartulaire, kaʁtylɛʁ
cartésianisme, kaʁtezjanism
cartésien, kaʁtezjɛ̃
carène, kaʁɛn
carénage, kaʁenaʒ
carême, kaʁɛm
cas, ka
casanier, kazanje
casaque, kazak
casbah, kazba
cascade, kaskad
cascader, kaskade
case, kaz
casemate, kazmat
caser, kaze
caserne, kazɛʁn
casernement, kazɛʁnəmɑ̃
caserner, kazɛʁne
cash, kaʃ
casier, kazje
casino, kazino
casque, kask
casquer, kaske
casquette, kaskɛt
cassant, kasɑ̃
cassation, kasasjɔ̃
cassave, kasav
casse, kas
casser, kase
casserole, kasʁɔl
cassette, kasɛt
cassis, kasis
cassitérite, kasiteʁit
cassure, kasyʁ
castagnettes, kastaɲɛt
caste, kast
castel, kastɛl
castillan, kastijɑ̃
casting, kastiŋ
castor, kastɔʁ
castration, kastʁasjɔ̃
castriste, kastʁist
casuel, kazɥɛl
casuiste, kazɥist
casuistique, kazɥistik
caséeux, kazeø
caséine, kazein
catabolisme, katabɔlism
cataclysme, kataklism
catacombe, katakɔ̃b
catafalque, katafalk
catalan, katalɑ̃
catalepsie, katalɛpsi
cataleptique, katalɛptik
catalogage, katalɔɡaʒ
catalogue, katalɔɡ
cataloguer, katalɔɡe
catalyse, kataliz
catalyseur, katalizœʁ
catalytique, katalitik
cataplasme, kataplasm
cataracte, kataʁakt
catarrhe, kataʁ
catastrophe, katastʁɔf
catastropher, katastʁɔfe
catastrophique, katastʁɔfik
catch, katʃ
catgut, katɡyt
cathare, kataʁ
catharisme, kataʁism
catharsis, kataʁsis
cathartique, kataʁtik
catho, kato
cathode, katɔd
cathodique, katɔdik
catholicisme, katɔlisism
catholicité, katɔlisite
catholique, katɔlik
cathédral, katedʁal
cathéter, katetɛʁ
cathétérisme, kateteʁism
catimini, katimini
catin, katɛ̃
cation, katjɔ̃
caté, kate
catéchiser, kateʃize
catéchisme, kateʃism
catéchiste, kateʃist
catéchumène, katekymɛn
catéchèse, kateʃɛz
catéchétique, kateʃetik
catégorie, kateɡɔʁi
catégoriel, kateɡɔʁjɛl
catégorique, kateɡɔʁik
catégoriquement, kateɡɔʁikmɑ̃
catégorisation, kateɡɔʁizasjɔ̃
catégoriser, kateɡɔʁize
caucasien, kɔkazjɛ̃,kokazjɛ̃
caucasique, kokazik
cauchemar, koʃmaʁ
caucus, kokys
caudal, kodal
caudillo, kaodijo
cauris, kɔʁis,kɔʁi
causa, koza
causal, kozal
causalement, kozalmɑ̃
causalité, kozalite
causant, kozɑ̃
causatif, kozatif
cause, koz
causer, koze
causerie, kozʁi
causeur, kozœʁ
causse, kos
causticité, kostisite
caustique, kostik
cauteleux, kotlø
caution, kosjɔ̃
cautionnement, kosjɔnmɑ̃
cautionner, kosjɔne
cautère, kotɛʁ,kɔtɛʁ
cautérisation, koteʁizasjɔ̃,kɔteʁizasjɔ̃
cautériser, koteʁize,kɔteʁize
cavalcade, kavalkad
cavale, kaval
cavalerie, kavalʁi
cavalier, kavalje
cavalièrement, kavaljɛʁmɑ̃
cave, kav
caveau, kavo
caver, kave
caverne, kavɛʁn
caverneux, kavɛʁnø
caviar, kavjaʁ
cavitaire, kavitɛʁ
cavitation, kavitasjɔ̃
cavité, kavite
caïd, kaid
caïman, kaimɑ̃
ce, sə
ceci, səsi
cedex, sedɛks
ceindre, sɛ̃dʁ
ceinture, sɛ̃tyʁ
ceinturer, sɛ̃tyʁe
ceinturon, sɛ̃tyʁɔ̃
cela, səla
celer, səle
cella, sela,sɛla
celle, sɛl
celle-ci, sɛlsi
celles-ci, sɛlsi
cellier, selje
cellophane, selɔfan
cellulaire, selylɛʁ
cellule, selyl
celluleux, selylø
cellulite, selylit
cellulose, selyloz
cellulosique, selylozik
celluloïd, selylɔid
celte, sɛlt
celtique, sɛltik
celui, səlɥi
celui-ci, səlɥisi
celui-là, səlɥila
cendre, sɑ̃dʁ
cendrer, sɑ̃dʁe
cendrier, sɑ̃dʁije
cens, sɑ̃s
censeur, sɑ̃sœʁ
censier, sɑ̃sje
censitaire, sɑ̃sitɛʁ
censive, sɑ̃siv
censure, sɑ̃syʁ
censurer, sɑ̃syʁe
censé, sɑ̃se
censément, sɑ̃semɑ̃
cent, sɑ̃
centaine, sɑ̃tɛn
centaure, sɑ̃tɔʁ
centenaire, sɑ̃tnɛʁ
centenier, sɑ̃tənje
center, sɑ̃te
centigrade, sɑ̃tiɡʁad
centime, sɑ̃tim
centième, sɑ̃tjɛm
centrafricain, sɑ̃tʁafʁikɛ̃
centrage, sɑ̃tʁaʒ
central, sɑ̃tʁal
centralement, sɑ̃tʁalmɑ̃
centralisateur, sɑ̃tʁalizatœʁ
centralisation, sɑ̃tʁalizasjɔ̃
centraliser, sɑ̃tʁalize
centralisme, sɑ̃tʁalism
centraliste, sɑ̃tʁalist
centralité, sɑ̃tʁalite
centre, sɑ̃tʁ
centre-ville, sɑ̃tʁəvil
centrer, sɑ̃tʁe
centrifugation, sɑ̃tʁifyɡasjɔ̃
centrifuge, sɑ̃tʁifyʒ
centrifuger, sɑ̃tʁifyʒe
centripète, sɑ̃tʁipɛt
centrisme, sɑ̃tʁism
centriste, sɑ̃tʁist
centrosome, sɑ̃tʁozom
centuple, sɑ̃typl
centurie, sɑ̃tyʁi
centurion, sɑ̃tyʁjɔ̃
cep, sɛp
cependant, səpɑ̃dɑ̃
cerceau, sɛʁso
cercle, sɛʁkl
cercler, sɛʁkle
cercueil, sɛʁkœj
cerf, sɛʁ
cerise, səʁiz
cerisier, səʁizje
cerne, sɛʁn
cerner, sɛʁne
certain, sɛʁtɛ̃
certainement, sɛʁtɛnmɑ̃
certes, sɛʁt
certificat, sɛʁtifika
certification, sɛʁtifikasjɔ̃
certifier, sɛʁtifje
certitude, sɛʁtityd
cerveau, sɛʁvo
cervelet, sɛʁvəlɛ
cervelle, sɛʁvɛl
cervical, sɛʁvikal
ces, se
cessant, sesɑ̃
cessation, sesasjɔ̃
cesse, sɛs
cesser, sese
cessible, sesibl
cession, sesjɔ̃
cessionnaire, sesjɔnɛʁ
ceste, sɛst
cet, sɛt
cetera, seteʁa
cette, sɛt
ceux, sø
ceux-ci, søsi
ceux-là, søla
chablis, ʃabli
chacal, ʃakal
chacun, ʃakœ̃
chacune, ʃakyn
chagrin, ʃaɡʁɛ̃
chagriner, ʃaɡʁine
chah, ʃa
chahut, ʃay
chai, ʃɛ
chair, ʃɛʁ
chaire, ʃɛʁ
chaise, ʃɛz
chaland, ʃalɑ̃
chalcopyrite, ʃalkɔpiʁit
chaldéen, kaldeɛ̃
chalet, ʃalɛ
chaleur, ʃalœʁ
chaleureusement, ʃalœʁøzmɑ̃
chaleureux, ʃalœʁø
challenge, ʃalɑ̃ʒ,tʃalɛnʒ
chaloupe, ʃalup
chalouper, ʃalupe
chalumeau, ʃalymo
chalut, ʃaly
chalutier, ʃalytje
chamade, ʃamad
chaman, ʃaman
chamanique, ʃamanik
chamanisme, ʃamanism
chambardement, ʃɑ̃baʁdəmɑ̃
chambellan, ʃɑ̃belɑ̃,ʃɑ̃bɛlɑ̃
chambranle, ʃɑ̃bʁɑ̃l
chambre, ʃɑ̃bʁ
chambrer, ʃɑ̃bʁe
chambrette, ʃɑ̃bʁɛt
chambrier, ʃɑ̃bʁije
chameau, ʃamo
chamelle, ʃamɛl
chamois, ʃamwa
champ, ʃɑ̃
champagne, ʃɑ̃paɲ
champart, ʃɑ̃paʁ
champenois, ʃɑ̃pənwa
champignon, ʃɑ̃piɲɔ̃
champion, ʃɑ̃pjɔ̃
championnat, ʃɑ̃pjɔna
champêtre, ʃɑ̃pɛtʁ
chance, ʃɑ̃s
chancelant, ʃɑ̃slɑ̃
chanceler, ʃɑ̃sle
chancelier, ʃɑ̃səlje
chancellerie, ʃɑ̃sɛlʁi
chanceux, ʃɑ̃sø
chancre, ʃɑ̃kʁ
chandail, ʃɑ̃daj
chandelier, ʃɑ̃dəlje
chandelle, ʃɑ̃dɛl
chanfrein, ʃɑ̃fʁɛ̃
change, ʃɑ̃ʒ
changeant, ʃɑ̃ʒɑ̃
changement, ʃɑ̃ʒmɑ̃
changer, ʃɑ̃ʒe
changeur, ʃɑ̃ʒœʁ
chanoine, ʃanwan
chanson, ʃɑ̃sɔ̃
chansonnette, ʃɑ̃sɔnɛt
chansonnier, ʃɑ̃sɔnje
chant, ʃɑ̃
chantage, ʃɑ̃taʒ
chantant, ʃɑ̃tɑ̃
chanter, ʃɑ̃te
chanteur, ʃɑ̃tœʁ
chantier, ʃɑ̃tje
chantre, ʃɑ̃tʁ
chanvre, ʃɑ̃vʁ
chaos, kao
chaotique, kaɔtik
chape, ʃap
chapeau, ʃapo
chapelain, ʃaplɛ̃
chapeler, ʃaple
chapelet, ʃaplɛ
chapelier, ʃapəlje
chapelle, ʃapɛl
chapellenie, ʃapɛlni
chapellerie, ʃapɛlʁi
chaperon, ʃapʁɔ̃
chapiteau, ʃapito
chapitre, ʃapitʁ
chapitrer, ʃapitʁe
chapon, ʃapɔ̃
chaque, ʃak
char, ʃaʁ
charabia, ʃaʁabja
charbon, ʃaʁbɔ̃
charbonnage, ʃaʁbɔnaʒ
charbonneux, ʃaʁbɔnø
charbonnier, ʃaʁbɔnje
charcuterie, ʃaʁkytʁi
charcutier, ʃaʁkytje
chardon, ʃaʁdɔ̃
charentais, ʃaʁɑ̃tɛ
charge, ʃaʁʒ
chargement, ʃaʁʒəmɑ̃
charger, ʃaʁʒe
chargeur, ʃaʁʒœʁ
chargé, ʃaʁʒe
charia, ʃaʁja
chariot, ʃaʁjo
charismatique, kaʁismatik
charisme, kaʁism
charitable, ʃaʁitabl
charitablement, ʃaʁitabləmɑ̃
charité, ʃaʁite
charivari, ʃaʁivaʁi
charlatan, ʃaʁlatɑ̃
charlatanerie, ʃaʁlatanʁi
charlatanisme, ʃaʁlatanism
charmant, ʃaʁmɑ̃
charme, ʃaʁm
charmer, ʃaʁme
charmeur, ʃaʁmœʁ
charmille, ʃaʁmij
charnel, ʃaʁnɛl
charnellement, ʃaʁnɛlmɑ̃
charnier, ʃaʁnje
charnière, ʃaʁnjɛʁ
charnu, ʃaʁny
charogne, ʃaʁɔɲ
charpente, ʃaʁpɑ̃t
charpenter, ʃaʁpɑ̃te
charpenterie, ʃaʁpɑ̃tʁi
charpentier, ʃaʁpɑ̃tje
charpie, ʃaʁpi
charretier, ʃaʁtje
charrette, ʃaʁɛt
charriage, ʃaʁjaʒ
charrier, ʃaʁje
charroi, ʃaʁwa
charron, ʃaʁɔ̃
charronnage, ʃaʁɔnaʒ
charrue, ʃaʁy
charte, ʃaʁt
charter, ʃaʁtɛʁ
chartiste, ʃaʁtist
chartreux, ʃaʁtʁø
chartrier, ʃaʁtʁije
chas, ʃa
chasse, ʃas
chasser, ʃase
chasseresse, ʃasʁɛs
chasseur, ʃasœʁ
chaste, ʃast
chastement, ʃastəmɑ̃
chasteté, ʃastəte
chasuble, ʃazybl
chat, ʃa
chatoiement, ʃatwamɑ̃
chaton, ʃatɔ̃
chatouillement, ʃatujmɑ̃
chatouiller, ʃatuje
chatouilleux, ʃatujø
chaud, ʃo
chaudement, ʃodmɑ̃
chaudière, ʃodjɛʁ
chaudron, ʃodʁɔ̃
chaudronnerie, ʃodʁɔnʁi
chaudronnier, ʃodʁɔnje
chauffage, ʃofaʒ
chauffant, ʃofɑ̃
chauffe, ʃof
chauffer, ʃofe
chaufferie, ʃofʁi
chauffeur, ʃofœʁ
chaulage, ʃolaʒ
chaume, ʃom
chaumière, ʃomjɛʁ
chausse, ʃos
chausser, ʃose
chaussette, ʃosɛt
chaussure, ʃosyʁ
chauve, ʃov
chauvin, ʃovɛ̃
chauvinisme, ʃovinism
chaux, ʃo
chavirer, ʃaviʁe
chaînage, ʃɛnaʒ
chaîne, ʃɛn
chaîner, ʃene
chaînette, ʃɛnɛt
chaînon, ʃɛnɔ̃
chef, ʃɛf
chef-lieu, ʃɛfljø
chefferie, ʃɛfʁi
cheikh, ʃɛk
chemin, ʃəmɛ̃
cheminement, ʃəminmɑ̃
cheminer, ʃəmine
cheminot, ʃəmino
cheminée, ʃəmine
chemise, ʃəmiz
chemiser, ʃəmize
chemisette, ʃəmizɛt
chemisier, ʃəmizje
chenal, ʃənal
chenil, ʃənil
chenille, ʃənij
cheptel, ʃɛptɛl
cher, ʃɛʁ
chercher, ʃɛʁʃe
chercheur, ʃɛʁʃœʁ
cherté, ʃɛʁte
cheval, ʃəval
chevaleresque, ʃəvalʁɛsk
chevalerie, ʃəvalʁi
chevalet, ʃəvalɛ
chevalier, ʃəvalje
chevalin, ʃəvalɛ̃
chevauchant, ʃəvoʃɑ̃
chevauchement, ʃəvoʃmɑ̃
chevaucher, ʃəvoʃe
chevelu, ʃəvly
chevelure, ʃəvlyʁ
chevet, ʃəvɛ
cheveu, ʃəvø
cheville, ʃəvij
cheviller, ʃəvije
chevreau, ʃəvʁo
chevreuil, ʃəvʁœj
chevrier, ʃəvʁije
chevron, ʃəvʁɔ̃
chez, ʃe
chiasma, kjasma
chiasme, kjasm
chic, ʃik
chicane, ʃikan
chicaner, ʃikane
chiche, ʃiʃ
chichement, ʃiʃmɑ̃
chien, ʃjɛ̃
chiendent, ʃjɛ̃dɑ̃
chier, ʃje
chiffon, ʃifɔ̃
chiffonnier, ʃifɔnje
chiffrage, ʃifʁaʒ
chiffre, ʃifʁ
chiffrement, ʃifʁəmɑ̃
chiffrer, ʃifʁe
chignon, ʃiɲɔ̃
chiisme, ʃiism
chiite, ʃiit
chilien, ʃiljɛ̃
chimie, ʃimi
chimiothérapie, ʃimjɔteʁapi
chimique, ʃimik
chimiquement, ʃimikmɑ̃
chimisme, ʃimism
chimiste, ʃimist
chimpanzé, ʃɛ̃pɑ̃ze
chimère, ʃimɛʁ
chimérique, ʃimeʁik
chine, ʃin
chinois, ʃinwa
chinoiser, ʃinwaze
chiot, ʃjo
chiourme, ʃjuʁm
chique, ʃik
chiquenaude, ʃiknod
chirographaire, kiʁɔɡʁafɛʁ
chirurgical, ʃiʁyʁʒikal
chirurgicalement, ʃiʁyʁʒikalmɑ̃
chirurgie, ʃiʁyʁʒi
chirurgien, ʃiʁyʁʒjɛ̃
chitine, kitin
chlamyde, klamid
chloral, klɔʁal
chlorate, klɔʁat
chlore, klɔʁ
chlorer, klɔʁe
chlorhydrate, klɔʁidʁat
chlorhydrique, klɔʁidʁik
chlorique, klɔʁik
chlorite, klɔʁit
chloroforme, klɔʁɔfɔʁm
chlorophylle, klɔʁɔfil
chlorose, klɔʁoz
chlorure, klɔʁyʁ
chlorurer, klɔʁyʁe
choc, ʃɔk
chocolat, ʃɔkɔla
choir, ʃwaʁ
choisir, ʃwaziʁ
choix, ʃwa
cholestérol, kɔlɛsteʁɔl
choline, kɔlin
cholédoque, kɔledɔk
choléra, kɔleʁa
cholérique, kɔleʁik
chondriome, kɔ̃dʁijom
choquant, ʃɔkɑ̃
choquer, ʃɔke
choral, kɔʁal
chorion, kɔʁjɔ̃
choroïde, kɔʁɔid
chorus, kɔʁys
chorée, kɔʁe
chorégraphe, kɔʁeɡʁaf
chorégraphie, kɔʁeɡʁafi
chorégraphique, kɔʁeɡʁafik
chose, ʃoz
chott, ʃɔt
chou, ʃu
chouan, ʃwɑ̃
chouannerie, ʃwanʁi
choucroute, ʃukʁut
chouette, ʃwɛt
choyé, ʃwaje
christ, kʁist/kʁis
christianisation, kʁistjanizasjɔ̃
christianiser, kʁistjanize
christianisme, kʁistjanism
christique, kʁistik
christologie, kʁistɔlɔʒi
christologique, kʁistɔlɔʒik
chromate, kʁɔmat
chromatine, kʁɔmatin
chromatique, kʁɔmatik
chromatisme, kʁɔmatism
chromatographie, kʁɔmatɔɡʁafi
chrome, kʁom
chromique, kʁɔmik
chromo, kʁɔmo
chromosome, kʁomozom
chromosomique, kʁomozɔmik
chromosphère, kʁɔmɔsfɛʁ
chronaxie, kʁɔnaksi
chronicité, kʁɔnisite
chronique, kʁɔnik
chroniquement, kʁɔnikmɑ̃
chroniquer, kʁɔnike
chroniqueur, kʁɔnikœʁ
chrono, kʁɔno
